log.tsv|version1
source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Stylophora	trunk:76e098b5-218a-4a7c-99f5-3edc5c0d438b	=>	Stylophora	trunk:76e098b5-218a-4a7c-99f5-3edc5c0d438b	-24460	new/import	null
Stylophora	WOR:204068	not=>	Stylophora	trunk:76e098b5-218a-4a7c-99f5-3edc5c0d438b	-24460	not-same/ranks	genus|class
Stylophora	WOR:204068	=>	Stylophora	WOR:204068	-44535	new/import	null
Biolleya mexicana	BLA:1179259	=>	Biolleya mexicana	BLA:1179259	-563908	new/impornull
Hoploridiidae	COL:1171552	=>	Hoploridiidae	COL:1171552	-873873	new/import	null
Paraphenopterum unicolor	GRY:1220164	=>	Paraphenopterum unicolor	GRY:1220164	-567555	new/import	null
Lonchodini	PHA:1200525	-		null	-	sibling-sink mismatch	null
Lonchodini	PHA:1200525	=>	Lonchodini	PHA:1200525	-957352	reject/absorbed	null
Acervulinoidea	WOR:465825	=>	Acervulinoidea	WOR:465825	-25629	new/refinement	null
Cristellaria obtusa	WOR:925572	=>	Cristellaria obtusa	WOR:925572	-10	new/impornull
Scabina philippinensis	BLA:1179280	=>	Scabina philippinensis	BLA:1179280	-563900	new/impornull
Hyalymenus (Hyalymenus) gracilispinus	COR:1186459	=>	Hyalymenus (Hyalymenus) gracilispinus	COR:1186459	-959471	new/import	null
Chaeteessidae	MNT:1186155	-		null	-	sibling-sink mismatch	null
Chaeteessidae	MNT:1186155	=>	Chaeteessidae	MNT:1186155	-563799	reject/absorbed	null
Callilepis	TPL:T4133	=>	Callilepis	TPL:T4133	-123497	new/import	null
Callilepis	SPI:G0912	-		null	-	not-placed/does-not-descend	null
Gymnosphaerida	WOR:590813	=>	Gymnosphaerida	WOR:590813	-9042	reject/absorbed	null
Gymnosphaerida	WOR:590813	-		null	-	not-placed/same-taxon	null
Anisoptera	trunk:0559c4eb-c019-432c-ab9a-2dc07ce8dd35	=>	Anisoptera	trunk:0559c4eb-c019-432c-ab9a-2dc07ce8dd35	-284089	new/import	null
Anisoptera	TPL:T2008	not=>	Anisoptera	trunk:0559c4eb-c019-432c-ab9a-2dc07ce8dd35	-284089	not-same/ranks	genus|suborder
Anisoptera	TPL:T2008	=>	Anisoptera	TPL:T2008	-546381	new/import	null
Nucleohelea	WOR:590587	=>	Nucleohelea	WOR:590587	-6638	reject/absorbed	null
Nucleohelea	WOR:590586	=>	Nucleohelea	WOR:590586	-6639	reject/absorbed	null
Zorotypus (Zorotypus) cramptoni	ZOR:1218749	=>	Zorotypus (Zorotypus) cramptoni	ZOR:1218749	-902213	new/import	null
Arthrocnemum macrostachyum	TPL:kew-2653807	=>	Arthrocnemum macrostachyum	TPL:kew-2653807	-519580	new/import	null
Arthrocnemum macrostachyum	TPL:kew-2653806	=>	Arthrocnemum macrostachyum	TPL:kew-2653806	-519587	new/import	null
Arthrocnemum macrostachyum	WOR:382485	-	Arthrocnemum macrostachyum	TPL:kew-2653806	-519587	noinfo	null
Arthrocnemum macrostachyum	WOR:382485	-	Arthrocnemum macrostachyum	TPL:kew-2653807	-519580	noinfo	null
Arthrocnemum macrostachyum	WOR:382485	-		null	-	ambiguous tip	2
Idiastogyia	PLE:1152756	=>	Idiastogyia	PLE:1152756	-495422	new/import	null
Tritogenia lunata	EET:EOL-Earthworm-Patch-5714	=>	Tritogenia lunata	EET:EOL-Earthworm-Patch-5714	-161094	new/import	null
Prinos reticulatus	TPL:kew-2405245	=>	Prinos reticulatus	TPL:kew-2405245	-618511	new/impornull
Metoligotoma reducta subtropica	EMB:1171929	=>	Metoligotoma reducta subtropica	EMB:1171929	-902346	new/import	null
Synedrella	TPL:T21843	=>	Synedrella	TPL:T21843	-122627	new/import	null
Synedrella	WOR:593803	-		null	-	not-placed/does-not-descend	null
Myodochini	LYG:1215251	-		null	-	sibling-sink mismatch	null
Myodochini	LYG:1215251	=>	Myodochini	LYG:1215251	-910185	reject/absorbed	null
Coreinae	COR:1187113	=>	Coreinae	COR:1187113	-934748	new/refinement	null
Katablepharidales	WOR:582425	=>	Katablepharidales	WOR:582425	-6898	new/impornull
Biwadrilus	EET:EOL-Earthworm-Patch-1319	=>	Biwadrilus	EET:EOL-Earthworm-Patch-1319	-114634	new/import	null
Syracosphaerales	WOR:493820	=>	Syracosphaerales	WOR:493820	-8944	reject/absorbed	null
Therea lateralis	BLA:1179277	=>	Therea lateralis	BLA:1179277	-563902	new/impornull
Progonopsocus pusillus	PSO:1223123	=>	Progonopsocus pusillus	PSO:1223123	-874288	new/impornull
Schizoneurites brevirostris	APH:1159427	=>	Schizoneurites brevirostris	APH:1159427	-962317	new/import	null
Orthojonvirus	ictv:ICTV:Orthojonvirus	=>	Orthojonvirus	ictv:ICTV:Orthojonvirus	-1479	new/impornull
Metapsocidium	PSO:1223115	=>	Metapsocidium	PSO:1223115	-567268	new/import	null
Heliocypha nubecula	ODO:S0078-7	=>	Heliocypha nubecula	ODO:S0078-7	-880578	new/impornull
Pseudoparrellidae	WOR:465843	=>	Pseudoparrellidae	WOR:465843	-45218	new/refinement	null
Cretomantis larvalis	MNT:1186186	=>	Cretomantis larvalis	MNT:1186186	-902735	new/impornull
Archidermapteron	DER:1181925	=>	Archidermapteron	DER:1181925	-902257	new/impornull
Epiperipatus betheli	ONY:G002-5	=>	Epiperipatus betheli	ONY:G002-5	-66250	new/impornull
Hackeriella	COL:1171571	=>	Hackeriella	COL:1171571	-909921	new/import	null
Palaeocixius antiquus	GRY:1221500	=>	Palaeocixius antiquus	GRY:1221500	-866410	new/impornull
Zachaenus parvulus	AMP:2740	=>	Zachaenus parvulus	AMP:2740	-559	new/impornull
Epallage	TPL:T8260	=>	Epallage	TPL:T8260	-121274	new/import	null
Epallage	ODO:G0099	-		null	-	not-placed/does-not-descend	null
Sibylla (Sibylla) dolosa	MNT:1185117	=>	Sibylla (Sibylla) dolosa	MNT:1185117	-951291	new/import	null
Stuhlmannia	TPL:T21677	=>	Stuhlmannia	TPL:T21677	-1041215	new/import	null
Stuhlmannia	EET:EOL-Earthworm-Patch-1633	-		null	-	not-placed/does-not-descend	null
Ensifera	IOC:29879e81d88ca5845ee90290cc7e6e9d	=>	Ensifera	IOC:29879e81d88ca5845ee90290cc7e6e9d	-1086762	new/import	null
Ensifera	ORTH:1121518	not=>	Ensifera	IOC:29879e81d88ca5845ee90290cc7e6e9d	-1086762	not-same/ranks	suborder|genus
Ensifera	ORTH:1121518	=>	Ensifera	ORTH:1121518	-565016	new/import	null
Myrionemataceae	WOR:143683	-		null	-	sibling-sink mismatch	null
Myrionemataceae	WOR:143683	=>	Myrionemataceae	WOR:143683	-15245	reject/absorbed	null
Chroicopterinae	MNT:1183633	=>	Chroicopterinae	MNT:1183633	-866804	new/refinement	null
Hackeriella brachycephala	COL:1171574	=>	Hackeriella brachycephala	COL:1171574	-934400	new/import	null
Palaeocixius pygmaea	GRY:1221459	=>	Palaeocixius pygmaea	GRY:1221459	-866409	new/impornull
Timema chumash	PHA:1203884	=>	Timema chumash	PHA:1203884	-975981	new/import	null
Clypeodon	WOR:385073	=>	Clypeodon	WOR:385073	-873787	new/import	null
		-	Clypeodon	WOR:385073	-873787	move to parent of former container, instead of to container	null
Metrodorinae	ORTH:1100864	=>	Metrodorinae	ORTH:1100864	-957303	reject/inconsistent	null
Miomantinae	MNT:1184358	=>	Miomantinae	MNT:1184358	-866788	new/refinement	null
Conocephalinae	ORTH:1132630	=>	Conocephalinae	ORTH:1132630	-956999	new/refinement	null
Cyrtophoraceae	WOR:368878	-		null	-	sibling-sink mismatch	null
Cyrtophoraceae	WOR:368878	=>	Cyrtophoraceae	WOR:368878	-26612	reject/absorbed	null
Cithaeron praedonius	SPI:S06062	=>	Cithaeron praedonius	SPI:S06062	-856656	new/impornull
Sorellembia estherae	EMB:1172304	=>	Sorellembia estherae	EMB:1172304	-865666	new/impornull
Micrelytrini	COR:1186592	-		null	-	sibling-sink mismatch	null
Micrelytrini	COR:1186592	=>	Micrelytrini	COR:1186592	-959500	reject/absorbed	null
Atopderma	DER:1182247	=>	Atopderma	DER:1182247	-495393	new/import	null
Electromantis	MNT:1186187	=>	Electromantis	MNT:1186187	-866758	new/import	null
Nome phantom orthophasmavirus	ictv:ICTV:20164808	=>	Nome phantom orthophasmavirus	ictv:ICTV:20164808	-2639	new/import	null
Tritogenia monosticha	EET:EOL-Earthworm-Patch-5717	=>	Tritogenia monosticha	EET:EOL-Earthworm-Patch-5717	-161098	new/import	null
Thermotogae	trunk:fab35211-fa6e-4832-bd30-a0a0585fc919	=>	Thermotogae	trunk:fab35211-fa6e-4832-bd30-a0a0585fc919	-2219	new/import	null
Thermotogae	trunk:70fa171d-45d9-4670-a528-9e832b1198d5	=>	Thermotogae	trunk:70fa171d-45d9-4670-a528-9e832b1198d5	-1307	new/import	null
Thermotogae	WOR:414722	-	Thermotogae	trunk:70fa171d-45d9-4670-a528-9e832b1198d5	-1307	noinfo	null
Thermotogae	WOR:414722	-	Thermotogae	trunk:fab35211-fa6e-4832-bd30-a0a0585fc919	-2219	noinfo	null
Thermotogae	WOR:414722	-		null	-	ambiguous internal	2
Thermotogae	WOR:414721	-	Thermotogae	trunk:70fa171d-45d9-4670-a528-9e832b1198d5	-1307	noinfo	null
Thermotogae	WOR:414721	-	Thermotogae	trunk:fab35211-fa6e-4832-bd30-a0a0585fc919	-2219	noinfo	null
Thermotogae	WOR:414721	-		null	-	ambiguous internal	2
Thermotogae	WOR:414722	=>	Thermotogae	WOR:414722	-6240	reject/absorbed	null
Thermotogae	WOR:414721	=>	Thermotogae	WOR:414721	-6241	reject/absorbed	null
		-	Thermotogae	WOR:414721	-6241	rank inversion	null
Hackeriella veitchi	COL:1171576	=>	Hackeriella veitchi	COL:1171576	-934402	new/impornull
Pyragrinae	DER:1181775	-		null	-	sibling-sink mismatch	null
Pyragrinae	DER:1181775	=>	Pyragrinae	DER:1181775	-927015	reject/absorbed	null
Dromaius novaehollandiae baudinianus	IOC:97596385a36874e8e8a3c95812278ff6	=>	Dromaius novaehollandiae baudinianus	IOC:97596385a36874e8e8a3c95812278ff6	-1094229	new/import	null
Copiphorini	ORTH:1133737	-		null	-	sibling-sink mismatch	null
Copiphorini	ORTH:1133737	=>	Copiphorini	ORTH:1133737	-974579	reject/absorbed	null
Progonopsocus	PSO:1223121	=>	Progonopsocus	PSO:1223121	-567269	new/import	null
Ensiferophasma	MAN:1220579	=>	Ensiferophasma	MAN:1220579	-563937	new/import	null
Lepidotermes scalenus	TER:S0117-7	=>	Lepidotermes scalenus	TER:S0117-7	-953668	new/impornull
Hacrobia	WOR:582418	=>	Hacrobia	WOR:582418	-1366	reject/inconsistent	null
Nummulitoidea	WOR:519456	=>	Nummulitoidea	WOR:519456	-25640	new/refinement	null
Palaeocixius	GRY:1221461	=>	Palaeocixius	GRY:1221461	-563758	new/import	null
Iotonchidae	trunk:1834ad7d-2677-4a4d-a4f9-e3cf5c8f48c5	=>	Iotonchidae	trunk:1834ad7d-2677-4a4d-a4f9-e3cf5c8f48c5	-64145	new/import	null
Iotonchidae	WOR:834839	=>	Iotonchidae	trunk:1834ad7d-2677-4a4d-a4f9-e3cf5c8f48c5	-64145	lumped	null
Cristellaria obtusa subalata	WOR:929996	=>	Cristellaria obtusa subalata	WOR:929996	-580	new/import	null
Tettoedischiidae	ORTH:1143982	=>	Tettoedischiidae	ORTH:1143982	-908344	new/impornull
Ctenophora	trunk:bb9c27c1-fb0b-4367-9c18-3324d598f123	=>	Ctenophora	trunk:bb9c27c1-fb0b-4367-9c18-3324d598f123	-6493	new/import	null
Ctenophora	WOR:956054	not=>	Ctenophora	trunk:bb9c27c1-fb0b-4367-9c18-3324d598f123	-6493	not-same/ranks	genus|phylum
Ctenophora	WOR:1248	=>	Ctenophora	trunk:bb9c27c1-fb0b-4367-9c18-3324d598f123	-6493	same/primary-name	Ctenophora
Ctenophora	WOR:956054	=>	Ctenophora	WOR:956054	-46485	new/import	null
Aphidinae	APH:1164335	=>	Aphidinae	APH:1164335	-937797	new/refinement	null
Timema nevadense	PHA:1203895	=>	Timema nevadense	PHA:1203895	-975985	new/impornull
Amphipsocinae	PSO:1193871	=>	Amphipsocinae	PSO:1193871	-909694	new/refinement	null
Heliocypha mariae	ODO:S0078-6	=>	Heliocypha mariae	ODO:S0078-6	-880574	new/impornull
Zorotypus (Zorotypus) huxleyi	ZOR:1218754	=>	Zorotypus (Zorotypus) huxleyi	ZOR:1218754	-902210	new/import	null
Wuchang cockroach orthophasmavirus 1	ictv:ICTV:20164810	=>	Wuchang cockroach orthophasmavirus 1	ictv:ICTV:20164810	-2641	new/import	null
Cristellaria arcuatula	WOR:895743	=>	Cristellaria arcuatula	WOR:895743	-11	new/impornull
Ancistrona	PSO:1230545	=>	Ancistrona	PSO:1230545	-873784	new/import	null
Ancistrona	WOR:384794	-		null	-	promoted/internal	Menoponidae
		-	Ancistrona	PSO:1230545	-873784	move to parent of former container, instead of to container	null
Macrosiphini	APH:1166294	-		null	-	sibling-sink mismatch	null
Macrosiphini	APH:1166294	=>	Macrosiphini	APH:1166294	-962578	reject/absorbed	null
Gemmatimonadetes	trunk:2bad50de-087a-4e34-9bf5-b645349a401e	=>	Gemmatimonadetes	trunk:2bad50de-087a-4e34-9bf5-b645349a401e	-2245	new/import	null
Gemmatimonadetes	trunk:5cb4155e-24c4-4fd6-a855-fe655e89dff0	=>	Gemmatimonadetes	trunk:5cb4155e-24c4-4fd6-a855-fe655e89dff0	-1317	new/import	null
Gemmatimonadetes	WOR:571299	-	Gemmatimonadetes	trunk:2bad50de-087a-4e34-9bf5-b645349a401e	-2245	noinfo	null
Gemmatimonadetes	WOR:571299	-	Gemmatimonadetes	trunk:5cb4155e-24c4-4fd6-a855-fe655e89dff0	-1317	noinfo	null
Gemmatimonadetes	WOR:571299	-		null	-	ambiguous internal	2
Gemmatimonadetes	WOR:571298	-	Gemmatimonadetes	trunk:2bad50de-087a-4e34-9bf5-b645349a401e	-2245	noinfo	null
Gemmatimonadetes	WOR:571298	-	Gemmatimonadetes	trunk:5cb4155e-24c4-4fd6-a855-fe655e89dff0	-1317	noinfo	null
Gemmatimonadetes	WOR:571298	-		null	-	ambiguous internal	2
Gemmatimonadetes	WOR:571299	=>	Gemmatimonadetes	WOR:571299	-6340	reject/absorbed	null
Gemmatimonadetes	WOR:571298	=>	Gemmatimonadetes	WOR:571298	-6341	reject/absorbed	null
		-	Gemmatimonadetes	WOR:571298	-6341	rank inversion	null
Grylloblattina	GRY:1220119	=>	Grylloblattina	GRY:1220119	-563671	new/import	null
Grylloblattina	GRY:1219995	-		null	-	sibling-sink mismatch	null
Grylloblattina	GRY:1219995	=>	Grylloblattina	GRY:1219995	-495476	reject/absorbed	null
Ancylopsocus insolitus	PSO:1223126	=>	Ancylopsocus insolitus	PSO:1223126	-874290	new/impornull
Sibylla (Sibylla) dives	MNT:1185116	=>	Sibylla (Sibylla) dives	MNT:1185116	-951289	new/impornull
Acidobacteria	trunk:ab1d8d21-01c4-4126-b639-8d576bb7ea08	=>	Acidobacteria	trunk:ab1d8d21-01c4-4126-b639-8d576bb7ea08	-2384	new/import	null
Acidobacteria	trunk:1043a7b7-a135-4d26-9b6a-20c79fd01a57	=>	Acidobacteria	trunk:1043a7b7-a135-4d26-9b6a-20c79fd01a57	-1320	new/import	null
Acidobacteria	WOR:571177	-	Acidobacteria	trunk:1043a7b7-a135-4d26-9b6a-20c79fd01a57	-1320	noinfo	null
Acidobacteria	WOR:571177	-	Acidobacteria	trunk:ab1d8d21-01c4-4126-b639-8d576bb7ea08	-2384	noinfo	null
Acidobacteria	WOR:571177	-		null	-	ambiguous internal	2
Acidobacteria	WOR:564402	=>	Acidobacteria	trunk:ab1d8d21-01c4-4126-b639-8d576bb7ea08	-2384	same/overlaps	Acidobacteriaceae|Acanthopleuribacteraceae
Acidobacteria	WOR:564402	=>	Acidobacteria	trunk:1043a7b7-a135-4d26-9b6a-20c79fd01a57	-1320	same/is-subsumed-by	null
Acidobacteria	WOR:571177	=>	Acidobacteria	WOR:571177	-6412	reject/absorbed	null
Ferak orthoferavirus	ictv:ICTV:20164769	=>	Ferak orthoferavirus	ictv:ICTV:20164769	-2638	new/import	null
Rhyparochrominae	LYG:1212523	=>	Rhyparochrominae	LYG:1212523	-936032	reject/inconsistent	null
Tritogenia annetteae	EET:EOL-Earthworm-Patch-5698	=>	Tritogenia annetteae	EET:EOL-Earthworm-Patch-5698	-161093	new/import	null
Sibylla (Sibylla) pretiosa	MNT:1185123	=>	Sibylla (Sibylla) pretiosa	MNT:1185123	-951290	new/import	null
Temnopterix minor	BLA:1179260	=>	Temnopterix minor	BLA:1179260	-563905	new/impornull
Pinguiophycidae	WOR:591211	-		null	-	sibling-sink mismatch	null
Pinguiophycidae	WOR:591211	=>	Pinguiophycidae	WOR:591211	-9537	reject/absorbed	null
Zachaenus roseus	AMP:2741	=>	Zachaenus roseus	AMP:2741	-557	new/impornull
Pseudophyllinae	ORTH:1139643	=>	Pseudophyllinae	ORTH:1139643	-957003	new/refinement	null
Phyllodromia forceps	BLA:1179272	=>	Phyllodromia forceps	BLA:1179272	-563907	new/impornull
Cerconychia livida	PLE:1157920	=>	Cerconychia livida	PLE:1157920	-950326	new/impornull
Paracanthomorphacea	trunk:9c78b12e-7c74-48b3-b305-7359ccf954c9	=>	Paracanthomorphacea	trunk:9c78b12e-7c74-48b3-b305-7359ccf954c9	-967535	new/import	null
		-	Paracanthomorphacea	trunk:9c78b12e-7c74-48b3-b305-7359ccf954c9	-967535	rank inversion	null
Lestinogomphus	ODO:G0433	-		null	-	sibling-sink mismatch	null
Lestinogomphus	ODO:G0433	=>	Lestinogomphus	ODO:G0433	-567651	reject/absorbed	null
Phyllacantha	trunk:38fae62d-e067-4582-8184-737671069053	=>	Phyllacantha	trunk:38fae62d-e067-4582-8184-737671069053	-20884	new/import	null
Phyllacantha	WOR:370036	not=>	Phyllacantha	trunk:38fae62d-e067-4582-8184-737671069053	-20884	not-same/ranks	genus|suborder
Phyllacantha	WOR:367303	=>	Phyllacantha	trunk:38fae62d-e067-4582-8184-737671069053	-20884	same/parent+parent	Arthracanthida|Arthracanthida
Phyllacantha	WOR:370036	=>	Phyllacantha	WOR:370036	-6702	new/import	null
Paenula	TPL:T16298	=>	Paenula	TPL:T16298	-122353	new/import	null
Paenula	SPI:G1961	-		null	-	not-placed/does-not-descend	null
Paenula	WOR:769762	=>	Paenula	TPL:T16298	-122353	same/primary-name	Paenula
Paenula	WOR:769762	-		null	-	not-placed/does-not-descend	null
Chloroflexaceae	trunk:a20ac3ac-c5eb-48a0-9df6-2a65700fd793	=>	Chloroflexaceae	trunk:a20ac3ac-c5eb-48a0-9df6-2a65700fd793	-7835	new/import	null
Chloroflexaceae	WOR:571105	=>	Chloroflexaceae	trunk:a20ac3ac-c5eb-48a0-9df6-2a65700fd793	-7835	same/parent+parent	Chloroflexales|Chloroflexales
Sauria	TPL:T20026	=>	Sauria	TPL:T20026	-503160	new/import	null
Sauria	WOR:342632	not=>	Sauria	TPL:T20026	-503160	not-same/ranks	order|genus
Sauria	WOR:342632	=>	Sauria	WOR:342632	-983417	reject/absorbed	null
Borokiae	WOR:591170	=>	Borokiae	WOR:591170	-9497	new/import	null
		-	Borokiae	WOR:591170	-9497	rank inversion	null
Pirkimerus philippinensis	LYG:1223042	=>	Pirkimerus philippinensis	LYG:1223042	-961278	new/import	null
Liturgusinae	MNT:1183081	=>	Liturgusinae	MNT:1183081	-866826	new/refinement	null
Tertiapatus dominicanus	ONY:G052-1	=>	Tertiapatus dominicanus	ONY:G052-1	-66321	new/impornull
Cyrenobatissa	WOR:818201	=>	Cyrenobatissa	WOR:818201	-12	new/import	null
Lygaeidae	LYG:1209918	=>	Lygaeidae	LYG:1209918	-910212	new/refinement	null
Lygaeidae	WOR:151137	=>	Lygaeidae	LYG:1209918	-910212	same/parent+parent	Heteroptera|Heteroptera
Karabasia	COL:1171556	=>	Karabasia	COL:1171556	-909919	new/import	null
Alydinae	COR:1186238	-		null	-	sibling-sink mismatch	null
Alydinae	COR:1186238	=>	Alydinae	COR:1186238	-934745	reject/absorbed	null
Zorotypus (Zorotypus) magnicaudelli	ZOR:1220634	=>	Zorotypus (Zorotypus) magnicaudelli	ZOR:1220634	-902216	new/import	null
Lepidotermes mtwalumi	TER:S0117-4	=>	Lepidotermes mtwalumi	TER:S0117-4	-953671	new/impornull
Globulina	TPL:T9433	=>	Globulina	TPL:T9433	-97580	new/import	null
Globulina	WOR:604146	=>	Globulina	TPL:T9433	-97580	lumped	null
Alophycidae	WOR:591210	=>	Alophycidae	WOR:591210	-9539	new/refinement	null
Necrosciinae	PHA:1202647	=>	Necrosciinae	PHA:1202647	-931959	new/refinement	null
Timema boharti	PHA:1203882	=>	Timema boharti	PHA:1203882	-975986	new/import	null
Epiperipatus evansi	ONY:G002-12	=>	Epiperipatus evansi	ONY:G002-12	-66247	new/impornull
Tettoedischioidea	ORTH:1143981	=>	Tettoedischioidea	ORTH:1143981	-871577	new/impornull
Cithaeron delimbatus	SPI:S06058	=>	Cithaeron delimbatus	SPI:S06058	-856655	new/impornull
Cryptophyta	WOR:17638	=>	Cryptophyta	WOR:17638	-2604	reject/inconsistent	null
Lepidotermes amydrus	TER:S0117-1	=>	Lepidotermes amydrus	TER:S0117-1	-953673	new/impornull
Mammalia	trunk:bfa972eb-53d1-4768-a4c3-a587459659ef	=>	Mammalia	trunk:bfa972eb-53d1-4768-a4c3-a587459659ef	-576528	new/import	null
		-	Mammalia	trunk:bfa972eb-53d1-4768-a4c3-a587459659ef	-576528	rank inversion	null
Mammalia	WOR:1837	=>	Mammalia	trunk:bfa972eb-53d1-4768-a4c3-a587459659ef	-576528	same/parent+parent	Tetrapoda|Tetrapoda
Aulacoseirales	WOR:148957	-		null	-	sibling-sink mismatch	null
Aulacoseirales	WOR:148957	=>	Aulacoseirales	WOR:148957	-21872	reject/absorbed	null
Thermodesulfobacteriaceae	trunk:616810f8-ed4c-4255-8e6d-6d70e3ac36d4	=>	Thermodesulfobacteriaceae	trunk:616810f8-ed4c-4255-8e6d-6d70e3ac36d4	-7832	new/import	null
Thermodesulfobacteriaceae	WOR:567373	=>	Thermodesulfobacteriaceae	trunk:616810f8-ed4c-4255-8e6d-6d70e3ac36d4	-7832	same/parent+parent	Thermodesulfobacteriales|Thermodesulfobacteriales
Metoligotoma illawarrae telocera	EMB:1171909	=>	Metoligotoma illawarrae telocera	EMB:1171909	-902347	new/import	null
Lordhowea	TPL:T13076	=>	Lordhowea	TPL:T13076	-122447	new/import	null
Lordhowea	SPI:G0662	-		null	-	not-placed/does-not-descend	null
Labyrinthulida	WOR:591177	=>	Labyrinthulida	WOR:591177	-9557	reject/absorbed	null
Tettoedischia minuta	ORTH:1143985	=>	Tettoedischia minuta	ORTH:1143985	-974158	new/impornull
Timema genevievae	PHA:1203889	=>	Timema genevievae	PHA:1203889	-975989	new/impornull
Epiperipatus simoni	ONY:G002-19	=>	Epiperipatus simoni	ONY:G002-19	-66248	new/impornull
Dicliptera	trunk:41012c56-e40a-469e-9003-0f9a34f4f16f	=>	Dicliptera	trunk:41012c56-e40a-469e-9003-0f9a34f4f16f	-420504	new/import	null
Dicliptera	TPL:T7141	not=>	Dicliptera	trunk:41012c56-e40a-469e-9003-0f9a34f4f16f	-420504	not-same/ranks	genus|order
Dicliptera	TPL:T7141	=>	Dicliptera	TPL:T7141	-505176	new/import	null
Raptophasma kerneggeri	MAN:1220600	=>	Raptophasma kerneggeri	MAN:1220600	-904228	new/impornull
Jersimantis burmiticus	MNT:1186146	=>	Jersimantis burmiticus	MNT:1186146	-866760	new/impornull
Goniomonadales	WOR:22578	=>	Goniomonadales	WOR:22578	-6897	new/import	null
Rhyparochromidae	LYG:1212214	=>	Rhyparochromidae	LYG:1212214	-910217	new/refinement	null
Gonorynchiformes	trunk:a49142da-8515-4f4c-a272-64a429ca6c82	=>	Gonorynchiformes	trunk:a49142da-8515-4f4c-a272-64a429ca6c82	-923400	new/import	null
		-	Gonorynchiformes	trunk:a49142da-8515-4f4c-a272-64a429ca6c82	-923400	rank inversion	null
Lepidotermes lounsburyi	TER:S0117-3	=>	Lepidotermes lounsburyi	TER:S0117-3	-953676	new/impornull
Bigyra	WOR:449151	=>	Bigyra	WOR:449151	-14	reject/inconsistent	null
Nitzschia	PSO:1230650	=>	Nitzschia	PSO:1230650	-495693	new/import	null
Nitzschia	WOR:119270	=>	Nitzschia	PSO:1230650	-495693	lumped	null
Nitzschia	WOR:149045	-		null	-	not-placed/does-not-descend	null
Nitzschia	WOR:119270	-		null	-	not-placed/does-not-descend	null
Pavonia	TPL:T16657	=>	Pavonia	TPL:T16657	-545968	new/import	null
Pavonia	WOR:415782	=>	Pavonia	TPL:T16657	-545968	lumped	null
Stylopyga biolleyi	BLA:1179267	=>	Stylopyga biolleyi	BLA:1179267	-563909	new/impornull
Zorotypus (Zorotypus) gurneyi	ZOR:1218751	=>	Zorotypus (Zorotypus) gurneyi	ZOR:1218751	-902215	new/import	null
Antonaphis brachycera	APH:1159435	=>	Antonaphis brachycera	APH:1159435	-962312	new/impornull
Hyalymenus (Hyalymenus) vespiformis	COR:1186461	=>	Hyalymenus (Hyalymenus) vespiformis	COR:1186461	-959470	new/import	null
Tanzaniophasmatinae	MAN:1220575	=>	Tanzaniophasmatinae	MAN:1220575	-563938	new/impornull
Permentomum tenuiforme	PSO:1223120	=>	Permentomum tenuiforme	PSO:1223120	-874291	new/impornull
Palaeocixiidae	GRY:1221792	=>	Palaeocixiidae	GRY:1221792	-495491	new/import	null
Tarachodinae	MNT:1185170	=>	Tarachodinae	MNT:1185170	-866806	new/refinement	null
Huperzia	PPG:Pteridophyte-Phylogeny-Group1-20	=>	Huperzia	PPG:Pteridophyte-Phylogeny-Group1-20	-63228	new/import	null
Huperzia	TPL:T10959	=>	Huperzia	PPG:Pteridophyte-Phylogeny-Group1-20	-63228	same/primary-name	Huperzia
Securigera	TPL:T20462	=>	Securigera	TPL:T20462	-1041059	new/import	null
Securigera	ORTH:1116224	-		null	-	not-placed/does-not-descend	null
Pentapsocidium	PSO:1223117	=>	Pentapsocidium	PSO:1223117	-567267	new/import	null
Ichthyophis laosensis	AMP:1989	=>	Ichthyophis laosensis	AMP:1989	-576782	new/impornull
Ocnerodrilinae	EET:EOL-Earthworm-Patch-5081	-		null	-	sibling-sink mismatch	null
Ocnerodrilinae	EET:EOL-Earthworm-Patch-5081	=>	Ocnerodrilinae	EET:EOL-Earthworm-Patch-5081	-114536	reject/absorbed	null
Hyalymenus (Hyalymenus) melanocephalus	COR:1186460	=>	Hyalymenus (Hyalymenus) melanocephalus	COR:1186460	-959472	new/import	null
Atava ovata	GRY:1221190	=>	Atava ovata	GRY:1221190	-567557	new/import	null
Polymixiacea	trunk:6805a7b7-7adb-4d13-90da-a5508b70d6b6	=>	Polymixiacea	trunk:6805a7b7-7adb-4d13-90da-a5508b70d6b6	-967537	new/import	null
		-	Polymixiacea	trunk:6805a7b7-7adb-4d13-90da-a5508b70d6b6	-967537	rank inversion	null
Scabina luzonica	BLA:1179257	=>	Scabina luzonica	BLA:1179257	-563903	new/impornull
Cithaeron contentum	SPI:S06057	=>	Cithaeron contentum	SPI:S06057	-856653	new/impornull
Rhaponeidales	WOR:149063	=>	Rhaponeidales	WOR:149063	-26542	reject/absorbed	null
Rhaponeidales	WOR:149063	-		null	-	not-placed/does-not-descend	null
Epideigma elegans	GRY:1220163	=>	Epideigma elegans	GRY:1220163	-567556	new/impornull
Casuarius	IOC:20d5f08ee9e1251a50884ed72d65da71	=>	Casuarius	IOC:20d5f08ee9e1251a50884ed72d65da71	-1085316	new/import	null
